Page_Name	Entrez_ID
Heterogeneous_nuclear_ribonucleoprotein_A1	3178
ID4_%28gene%29	3400
HIRA	7290
IGBP1	3476
IMPA2	3613
HOXB1	3211
HIST1H2BH	8345
Histidine_ammonia-lyase	3034
HSD17B12	51144
Histone_H2B_type_1-C	8347
Hsp27	3315
HIST1H3J	8356
HIST1H1A	3024
HIVEP2	3097
Iduronate-2-sulfatase	3423
IGFBP5	3488
HSD17B7	51478
ICAM2	3384
HOMER1	9456
Heart-type_fatty_acid_binding_protein	2170
HSD17B4	3295
Homeobox_A1	3198
Hemoglobin%2C_alpha_1	3039
HLX_%28gene%29	3142
ING3	54556
HOXC13	3229
HRG_%28gene%29	3273
HERV-FRD	405754
IK_%28gene%29	3550
HIST1H3A	8350
HOXA5	3202
HSPA4L	22824
HRC_%28gene%29	3270
HIST1H4H	8365
HOXA9	3205
IL1A	3552
HPGD	3248
IGFBP6	3489
INF2	64423
IFNAR2	3455
IL1RAP	3556
ING1	3621
Hop_%28protein%29	10963
HERC5	51191
HLA-DRB3_%28gene%29	3125
HTN3	3347
Heparin_cofactor_II	3053
Hemopexin	3263
Hippocalcin	3208
HIST2H2BF	440689
HPS3	84343
HOXB6	3216
ILF3	3609
HIST1H2AA	221613
IFIT1	3434
Histidine_decarboxylase	3067
IL18BP	10068
IKZF1	10320
HIST1H1C	3006
ING2	3622
INHBC	3626
HYOU1	10525
HSP90AB1	3326
HUS1	3364
Huntingtin	3064
HORMAD1	84072
HIF3A	64344
IFNA17	3451
User_talk%3AI9606/phosphotest	3240
IL17RB	55540
IFT80	57560
HES6	55502
HOXD10	3236
HEBP2	23593
HLA-DQB2	3120
HSP90B1	7184
HIST1H2BM	8342
HYAL3	8372
ILKAP	80895
HIST1H4G	8369
IFT88	8100
HSD3B2	3284
HIRIP3	8479
Heat-responsive_protein_12	10247
HOTAIRM1	100302299
HIST1H2BI	8346
HIST1H3I	8354
HIST1H4E	8367
IL17A	3605
IFNA10	3446
INCENP	3619
IGHMBP2	3508
HIST1H4I	8294
HHEX	3087
HOXB4	3214
IGFALS	3483
HMG-CoA_reductase	3156
IGLL1	3543
HSPB8	26353
Hypoxanthine-guanine_phosphoribosyltransferase	3251
IL13RA2	3598
HHIP	64399
ILF2	3608
IER3	8870
Heat_shock_protein_47	871
HEMGN	55363
IL1B	3553
HIST1H2AB	8335
HDHD1A	8226
HTN1	3346
HIF1AN	55662
IFNA6	3443
HSPA4	3308
HLA-DOA	3111
IGHG4	3503
HOMER3	9454
IDH3A	3419
HEYL	26508
HNF1A	6927
HOXC11	3227
HOXD9	3235
IMPG1	3617
HN1_%28gene%29	51155
HOXB9	3219
HIST2H3C	126961
HIST1H2BF	8343
IFITM3	10410
HIST3H2BB	128312
HIP1R	9026
HIST2H3PS2	440686
HSPA1A	3303
HMGA2	8091
HPS5	11234
IL1RAPL1	11141
HPN_%28gene%29	3249
HSPC159	29094
HTRA1	5654
HMGA1	3159
HIST1H1T	3010
HERC1	8925
HEXIM2	124790
IGHG3	3502
HS3ST3A1	9955
HNRPDL	9987
HOXC12	3228
ICAM-1	3383
HTATIP2	10553
HSPA6	3310
HNRNPR	10236
HIST1H2BN	8341
HNRPH3	3189
IFNAR1	3454
HSPB2	3316
IGHM	3507
HIST1H2BE	8344
IFNB1	3456
HR_%28gene%29	55806
HMGB2	3148
HLF_%28gene%29	3131
IGHD	3495
HNRPF	3185
IGK%40	50802
HIST1H2AC	8334
IGFBP4	3487
HIF1A	3091
HEATR1	55127
HIST1H2BO	8348
HK3	3101
HNRPK	3190
HIST1H4C	8364
IL3RA	3563
HOXD8	3234
ID1	3397
HOXA3	3200
Hypocretin_%28orexin%29_receptor_2	3062
HMGB3	3149
HOXD4	3233
HMCN1	83872
Hormone-sensitive_lipase	3991
HIGD1A	25994
HIST1H2AD	3013
Immunoglobulin_heavy_constant_alpha_1	3493
HOXA13	3209
IL18R1	8809
IFNA7	3444
HSPA1L	3305
IGFBP1	3484
HER2/neu	2064
HIST1H2BB	3018
HSPA8	3312
HEXIM1	10614
HSF4	3299
HIST2H2AC	8338
HLA-DMA	3108
IGF2BP2	10644
Homeobox_protein_TGIF1	7050
HIPK2	28996
IKK2	3551
ING4	51147
HIST1H3B	8358
HIST1H2AH	85235
HEXA	3073
HLA-DRB5	3127
ICA1	3382
IGKC	3514
IL1F7	27178
HES5	388585
HNRPH2	3188
HPCAL1	3241
Hepatocyte_nuclear_factor_4_gamma	3174
HIST1H2AE	3012
HINT1	3094
HIST1H3E	8353
Histone_deacetylase_5	10014
IL1F9	56300
HK1	3098
HPS1	3257
HLA-DPB1	3115
HDHD2	84064
HIST3H3	8290
HLA-DQB1	3119
HGSNAT	138050
IDH3B	3420
HSD17B1	3292
HERPUD1	9709
IGFBP7	3490
HYAL1	3373
HYAL2	8692
HIST1H4K	8362
HOXA4	3201
HOXB2	3212
IFT20	90410
IFNA8	3445
HNRPA3	220988
HNRNPA0	10949
HULC_%28gene%29	728655
HIST2H2BE	8349
HOXC8	3224
HMOX2	3163
HOXB13	10481
IGF2BP3	10643
IFNA5	3442
HIST1H2BK	85236
IL1F10	84639
HIST2H2AA3	8337
INADL	10207
HTATSF1	27336
IL1RL2	8808
HIC1	3090
Heparanase	10855
HIST1H2AI	8329
IFT74	80173
Histamine_H2_receptor	3274
IFNA16	3449
HLA-DOB	3112
HTR3E	285242
HOMER2	9455
IGH%40	3492
HOPX	84525
HMGN4	10473
HOXD11	3237
Histamine_H1_receptor	3269
IGSF1	3547
HESX1	8820
HFE_%28gene%29	3077
HMOX1	3162
Indoleamine_2%2C3-dioxygenase	3620
IKZF2	22807
HLA-DMB	3109
Host_cell_factor_C1	3054
HRAS	3265
Histamine_H3_receptor	11255
IMPA1	3612
HIST1H2AG	8969
HIP2	3093
HSD17B8	7923
IL1F8	27177
HVCN1	84329
HIST1H2AM	8336
HIST1H2AK	8330
HMHA1	23526
IL1F5	26525
HS3ST2	9956
IDH3G	3421
HIST1H4F	8361
IFT57	55081
HRK_%28gene%29	8739
HIST1H2BL	8340
HIST1H2BD	3017
IGJ	3512
HIST1H3D	8351
HSD3B1	3283
HOXC4	3221
HOXB3	3213
HIST1H4A	8359
HP1BP3	50809
HORMAD2	150280
IL2RB	3560
Hepatocyte_growth_factor	3082
INHA	3623
HIST1H2AL	8332
IGFBP3	3486
HtrA_serine_peptidase_2	27429
HUWE1	10075
HES1	3280
IFI30	10437
HK2	3099
HEXB	3074
HLA-C	3107
ICAM3	3385
HGFAC	3083
IGF2BP1	10642
HERC2	8924
IFN1%40	3438
IER3IP1	51124
IGHE	3497
HLA-F	3134
IFNA14	3448
IFNW1	3467
HNRPD	3184
HMGN2	3151
HOXB7	3217
IFI16	3428
HNRPA2B1	3181
HYLS1	219844
HOXD1	3231
HKR1	284459
IGL%40	3535
HOXC9	3225
HTR3B	9177
HTR3C	170572
HSPBP1	23640
HTR3D	200909
HLA-DRB1	3123
HLA-DRA	3122
INHBA	3624
ICK_%28gene%29	22858
HNT	50863
HIST2H2AB	317772
IFITM1	8519
HNRPH1	3187
HIST1H4D	8360
IMPDH2	3615
ING5	84289
Hemojuvelin	148738
HOOK1	51361
HOXB5	3215
HIST1H2BA	255626
ID2	3398
IKZF4	64375
HPCAL4	51440
HLA-DRB4	3126
IFNA13	3447
IGHG2	3501
HS3ST1	9957
IKBKG	8517
HSD17B10	3028
IKZF3	22806
HSPA2	3306
HEY2	23493
IFI35	3430
IGHV%40	3509
HNRNPC	3183
Interleukin_22	50616
ITM2B	9445
IPO11	51194
Interleukin-6_receptor	3570
JAG2	3714
Interleukin_34	146433
Insulin-like_growth_factor_1_receptor	3480
INPPL1	3636
ITGA6	3655
INTS9	55756
ITPR3	3710
ITPKB	3707
Interleukin_9	3578
ITIH3	3699
Interleukin_8_receptor%2C_beta	3579
Insulin-degrading_enzyme	3416
Interleukin_20_receptor%2C_beta_subunit	53833
IRX2	153572
Integrin%2C_beta_5	3693
Integrin-linked_kinase	3611
IRGM	345611
Interleukin_12_receptor%2C_beta_2_subunit	3595
INSIG2	51141
ITGA9	3680
ITPA	3704
Interleukin_8_receptor%2C_alpha	3577
Interleukin_10_receptor%2C_alpha_subunit	3587
INSL4	3641
INSL5	10022
JARID1D	8284
IQSEC2	23096
INPP1	3628
Interferon-inducible_GTPase_5	56269
IRF7	3665
Interleukin_2	3558
Insulin-like_growth_factor_2_receptor	3482
Interleukin_1_receptor_antagonist	3557
ISL1	3670
INPP5A	3632
ITPR2	3709
Iodotyrosine_deiodinase	389434
ITLN1	55600
ITM2A	9452
Interleukin_6	3569
Inosine_monophosphate_synthase	471
Interleukin_16	3603
Interleukin_7	3574
Interleukin_31	386653
Interleukin_8	3576
INTS6	26512
ITSN1	6453
INTS8	55656
ITM2C	81618
IPO9	55705
ITGAD	3681
ISG20	3669
Interleukin_5_receptor_alpha_subunit	3568
ITGB1BP1	9270
Interleukin_5	3567
JAM3	83700
ITGA5	3678
IQCE	23288
Interleukin_20_receptor%2C_alpha_subunit	53832
Interleukin_29	282618
ITGA8	8516
Insulin-like_growth_factor_2	3481
ITK_%28gene%29	3702
JARID1B	10765
JMJD2C	23081
INSIG1	3638
Interleukin_1_receptor%2C_type_I	3554
ISCA1	81689
Interleukin-9_receptor	3581
JMJD2D	55693
JMJD1B	51780
ITGB4	3691
Interleukin_11	3589
ITGA7	3679
Interleukin_21	59067
IRF1	3659
Interleukin_13	3596
INTS7	25896
ITPR1	3708
IRX5	10265
Insulin	3630
IRS2	8660
ITGA11	22801
IRAK1	3654
IPO4	79711
ITIH2	3698
INTS12	57117
Insulin_receptor	3643
Interleukin-21_receptor	50615
Interleukin_13_receptor%2C_alpha_1	3597
ITGAV	3685
Insulin-like_growth_factor_1	3479
Interferon%2C_alpha_1	3439
JARID1C	8242
INPP5D	3635
Intrinsic_factor	2694
IRF8	3394
Involucrin	3713
Integrin%2C_beta_6	3694
JMJD2B	23030
ITGB3BP	23421
IRS4	8471
ITPKA	3706
INSRR	3645
IRAK2	3656
ISCU	23479
Interleukin_11_receptor_alpha_subunit	3590
ITGB7	3695
Interleukin_15	3600
IRX3	79191
ITPK1	3705
Interleukin_28B	282617
JAZF1	221895
ISG15	9636
ITIH1	3697
JAG1	182
Interleukin_10_receptor%2C_beta_subunit	3588
ITGA2B	3674
IRX1	79192
Interleukin_28_receptor%2C_alpha_subunit	163702
Interleukin_12_receptor%2C_beta_1_subunit	3594
IRF5	3663
Interleukin_26	55801
Interleukin_23	51561
Interleukin-12_subunit_beta	3593
IVNS1ABP	10625
ITGAE	3682
JMJD2A	9682
IRF2	3660
IRX6	79190
Interferon_gamma_receptor_1	3459
Interferon-gamma	3458
INVS	27130
Interleukin_10	3586
Integrin_alpha_M	3684
Interleukin_18	3606
IWS1	55677
ITGB8	3696
IRF9	10379
ITSN2	50618
Interleukin_4	3565
IPO7	10527
IQCB1	9657
IRF3	3661
Interleukin_3	3562
Interleukin_24	11009
IRAK3	11213
IRS1	3667
JAM2	58494
IPO13	9670
IQGAP1	8826
Interleukin_25	64806
INPP4A	3631
ITGB1BP3	27231
ITGA10	8515
INPP5E	56623
Interleukin-4_receptor	3566
JARID1A	5927
INSM1	3642
INPP5B	3633
INSL3	3640
I%CE%BAB%CE%B1	4792
Janus_kinase_2	3717
Janus_kinase_1	3716
Janus_kinase_3	3718
Interleukin-23_receptor	149233
ITIH4	3700
IRF6	3664
IQSEC1	9922
Interleukin-7_receptor-%CE%B1	3575
JMJD6	23210
ITFG3	83986
INTS3	65123
IRX4	50805
Interleukin_15_receptor%2C_alpha_subunit	3601
JKAMP	51528
Interleukin_1_receptor%2C_type_II	7850
JARID2	3720
IRF4	3662
Interleukin_27_receptor%2C_alpha_subunit	9466
IQGAP2	10788
LHX1	3975
LMNB1	4001
Keratin_14	3861
KvLQT1	3784
LEKTI	11005
LECT1	11061
LAS1L	81887
JUNB	3726
LEO1	123169
KCND3	3752
KLHDC3	116138
KIAA1333	55632
KCNK4	50801
Karyopherin_alpha_1	3836
KIF21A	55605
Kaptin_%28actin_binding_protein%29	11133
KCNE1	3753
LIG1	3978
KRT80	144501
LINGO1	84894
KIAA0644	9865
KLF6	1316
LCN1	3933
KIF4A	24137
KCNAB1	7881
KCNK13	56659
KIF5C	3800
LNX1	84708
KCNE3	10008
KTN1	3895
LHX6	26468
KMO_%28gene%29	8564
KRT23	25984
Klotho_%28biology%29	9365
KLRC4	8302
KIAA0368	23392
KRT78	196374
Leukocyte_receptor_tyrosine_kinase	4058
KHDRBS3	10656
Kir2.1	3759
Kappa_Opioid_receptor	4986
Lipopolysaccharide-binding_protein	3929
KLK8	11202
Lecithin%E2%80%94cholesterol_acyltransferase	3931
KLHL1	57626
KCNE4	23704
LHFPL2	10184
KCNIP1	30820
KCNK10	54207
KLC1	3831
Kua-UEV	387522
KIRREL3	84623
LDL-receptor-related_protein_associated_protein	4043
LARGE	9215
KCNQ4	9132
LIN28	79727
Leptin	3952
LATS1	9113
LILRB1	10859
KCNK17	89822
Kv1.1	3736
LARP4	113251
KBTBD7	84078
KIAA1012	22878
KATNA1	11104
KIAA0895	23366
Keratin_20	54474
KCNK16	83795
KIAA1109	84162
KCNN1	3780
KIAA1377	57562
LMBR1	64327
KIAA1539	80256
Keratin_15	3866
KRT81	3887
KLK11	11012
KRT33A	3883
Lanosterol_synthase	4047
KCNJ16	3773
KCNA2	3737
LATS2	26524
KLF5	688
KLF4	9314
LDB2	9079
LGALS2	3957
KIF3B	9371
KLK6	5653
KIAA1166	55906
LIMCH1	22998
KLF8	11279
Lipoprotein-associated_phospholipase_A2	7941
LMBRD1	55788
KAZALD1	81621
KLC4	89953
KCNH1	3756
LCN2	3934
L3MBTL	26013
LGI2	55203
KLRD1	3824
KLHL25	64410
KLHL7	55975
LDB1	8861
LILRA3	11026
KLHL12	59349
KCNB1	3745
KLF3	51274
KCNK9	51305
LGI1	9211
KLRC2	3822
LMO3	55885
KRR1	11103
KLF10	7071
KIAA1967	57805
KIAA0859	51603
LMX1B	4010
LDHA	3939
LEPREL2	10536
L1_%28protein%29	3897
Laminin%2C_alpha_5	3911
Kinase_insert_domain_receptor	3791
LHX4	89884
KIAA1683	80726
KLK5	25818
KIAA0020	9933
JTB_%28gene%29	10899
KLK4	9622
KCNE1L	23630
Keratin_34	3885
KCTD13	253980
KLK10	5655
KCNC1	3746
KCNT2	343450
LASP1	3927
KCNAB3	9196
KIFAP3	22920
KCTD15	79047
KREMEN1	83999
KHDRBS1	10657
KLF14	136259
KIAA1826	84437
LETMD1	25875
KCNV1	27012
LASS1	10715
KCNV2	169522
KIR3DL2	3812
KCNK3	3777
KLK13	26085
Laminin%2C_beta_1	3912
KIAA0515	84726
KIFC1	3833
Keratin_10	3858
Keratin_12	3859
JPH2	57158
Leukotriene_B4_receptor	1241
LIMA1	51474
KCNK2	3776
LCMT1	51451
KLF9	687
LMAN2L	81562
JPH3	57338
KLK14	43847
KCND2	3751
KCNG1	3755
Lacritin	90070
Lipoprotein%28a%29	4018
KSR1	8844
LMX1A	4009
Karyopherin_alpha_2	3838
KIAA1949	170954
KIAA0157	23172
Laminin%2C_alpha_2	3908
LMTK2	22853
Lactoperoxidase	4025
LGALS4	3960
KIF5B	3799
KAT5	10524
Keratin_1	3848
LMAN1	3998
LBH	81606
LGR6	59352
KCNJ3	3760
LIN9	286826
LMO1	4004
KARS_%28gene%29	3735
LAIR2	3904
LARP6	55323
KIF3A	11127
KIAA1199	57214
KIF2C	11004
KLC2	64837
KIAA0430	9665
KIAA0196	9897
KIAA0802	23255
KIR3DL3	115653
KIAA0460	23248
Lecithin_retinol_acyltransferase	9227
LGALS8	3964
Leucyl-tRNA_synthetase	51520
KCNJ4	3761
KCNRG	283518
KIF13A	63971
LACTB	114294
KCNH7	90134
KCNH8	131096
Keratin_7	3855
KCNH6	81033
L-gulonolactone_oxidase	2989
KCNH3	23416
KCNK6	9424
KLK9	284366
KIR2DL4	3805
LGALS7	3963
KLF15	28999
KCNMB3	27094
KIFC3	3801
Keratin_16	3868
KRT31	3881
KLHL8	57563
Keratin_17	3872
KCNQ5	56479
KCNJ14	3770
LILRB4	11006
KiSS1-derived_peptide_receptor	84634
LAMP1	3916
KATNB1	10300
KRAS	3845
KIAA0319	9856
KIF17	57576
KIAA0182	23199
LAT2	7462
KCNQ1OT1	10984
Keratin_3	3850
LGALS3BP	3959
LILRA4	23547
KLK2	3817
Keratin_2A	3849
L3MBTL2	83746
KCNMB4	27345
LILRA2	11027
KLRB1	3820
KLK7	5650
KCNMB2	10242
Laminin%2C_alpha_1	284217
KCNT1	57582
KIN_%28gene%29	22944
KIAA0999	23387
LIMS1	3987
KLF12	11278
LIMD1	8994
Kalirin	8997
LCOR	84458
KCNA3	3738
Liver_X_receptor_beta	7376
KCNE2	9992
KCNIP2	30819
LGALS13	29124
LILRB3	11025
LGTN	1939
KCNH5	27133
KLF7	8609
KPNA5	3841
KRT85	3891
KIAA1267	284058
KCNJ15	3772
LHFPL1	340596
KIAA0895L	653319
KCNK1	3775
LIN7C	55327
Laminin%2C_alpha_3	3909
Keratin_6A	3853
KIF2A	3796
KCNH4	23415
KCNS2	3788
KCNC3	3748
KCNS1	3787
KCND1	3750
KCNA4	3739
KvLQT3	3786
KIF23	9493
KvLQT2	3785
LHX3	8022
KIAA1219	57148
KIF14	9928
KRIT1	889
KRT86	3892
LCP1	3936
KIR2DL1	3802
Keratin_13	3860
LGR4	55366
KCNJ8	3764
KIF1B	23095
KCNAB2	8514
KCNQ1DN	55539
LMBR1L	55716
KRT83	3889
KIF16B	55614
JPH1	56704
Lactoferrin	4057
Lamin_B_receptor	3930
KCNF1	3754
KCNC2	3747
KEAP1	9817
LANCL2	55915
KIF18A	81930
LAMP2	3920
Leukotriene_C4_synthase	4056
KLK15	55554
Kisspeptin	3814
Langerin	50489
KDELR3	11015
LIN7B	64130
LGMN	5641
KCNA7	3743
LMO4	8543
KCNA6	3742
LIG4	3981
LARP1	23367
KCNA10	3744
JUB_%28gene%29	84962
KIAA0174	9798
KLRG1	10219
KCNK15	60598
Laminin%2C_beta_2	3913
Kynureninase	8942
Leukemia_inhibitory_factor_receptor	3977
Keratinocyte_transglutaminase	7051
L2HGDH	79944
LARS2	23395
Laminin%2C_gamma_2	3918
KIAA0101	9768
LMOD3	56203
LGALS3	3958
LBX1	10660
LILRB5	10990
KCNS3	3790
Keratin_18	3875
LHX2	9355
LGALS9	3965
LGALS1	3956
KIRREL	55243
KRT32	3882
KLK1	3816
Kininogen_1	3827
KLK12	43849
Leukemia_inhibitory_factor	3976
LILRB2	10288
LFNG	3955
LIN7A	8825
KLHL20	27252
KRTDAP	388533
KIRREL2	84063
Ku80	7520
LCA5	167691
LHFP	10186
KLC3	147700
Kinesin_family_member_11	3832
KIAA1524	57650
KCNJ12	3768
KCNJ10	3766
KCNK5	8645
KIF1C	10749
KRT79	338785
Liprin-alpha-1	8500
Keratin_9	3857
KCNN2	3781
KCNC4	3749
KCNJ6	3763
KIR3DL1	3811
Laminin%2C_gamma_1	3915
KLKB1	3818
LDL_receptor	3949
LAMC3	10319
KCNK18	338567
LMAN2	10960
Lck	3932
LDB3	11155
KRT36	8689
KHSRP	8570
KPNA3	3839
KIF5A	3798
KIAA1303	57521
LECT2	3950
Leukotriene_B4_receptor_2	56413
KIF1A	547
KCNG2	26251
KCNG3	170850
KCNG4	93107
LIME1	54923
KCNIP4	80333
Keratin_4	3851
Ku70	2547
KPNA6	23633
Liver_X_receptor_alpha	10062
LLGL1	3996
Ki-67_%28protein%29	4288
L-selectin	6402
LIPH	200879
KCNN4	3783
Keratin_19	3880
LAG3	3902
KCNK7	10089
KLHL18	23276
KCNK12	56660
LMO2	4005
LIM2	3982
Liver_receptor_homolog-1	2494
LAPTM4B	55353
KIF24	347240
Keratin_8	3856
KCNMB1	3779
KCNU1	157855
LMO7	4008
Laminin%2C_alpha_4	3910
KPNB1	3837
KDELR2	11014
Kir6.2	3767
KPNA4	3840
Keratin_5	3852
KIDINS220	57498
Keratocan	11081
Laminin%2C_beta_3	3914
KLF11	8462
KCNB2	9312
Lipoprotein_lipase	4023
KLF17	128209
KLF13	51621
Jun_dimerization_protein	122953
LAMP3	27074
KCNJ13	3769
KCNJ5	3762
LGR5	8549
LCMT2	9836
KIAA1797	54914
LIMK2	3985
KIAA1279	26128
LETM1	3954
LASS2	29956
KIR2DS4	3809
KDELR1	10945
KRT33B	3884
Linker_of_activated_T_cells	27040
LDOC1	23641
LAD1	3898
LMNA	4000
LITAF	9516
KBTBD10	10324
KLF2	10365
KIF22	3835
KIAA0409	23378
LAIR1	3903
KIF3C	3797
Leptin_receptor	3953
KCNJ9	3765
JunD	3727
KIF20A	10112
KCNA5	3741
LIMK1	3984
Jpx_%28gene%29	554203
KLRK1	22914
KCTD12	115207
MKL1	57591
LUC7L2	51631
MLLT10	8028
MKNK2	2872
MOGAT2	80168
MAGEA2	4101
MAPK13	5603
LYL1	4066
Low_density_lipoprotein_receptor_adapter_protein_1	26119
MED14	9282
Matrix_metallopeptidase_12	4321
LRRK1	79705
MECR	51102
MALT1	10892
MCOLN1	57192
LSM6	11157
MAFK	7975
MFSD8	256471
MAP4K1	11184
Matrix_metallopeptidase_13	4322
LPHN1	22859
MAP3K7IP2	23118
LPXN	9404
MKS1	54903
MCM5	4174
LRRC41	10489
LPAR6	10161
MAP1A	4130
MMP26	56547
MINPP1	9562
MED28	80306
MCM8	84515
LSG1	55341
MAPK8IP2	23542
MIER1	57708
MAS1L	116511
MAPK6	5597
LRBA	987
LRCH4	4034
MCAT_%28gene%29	27349
MLXIPL	51085
LYSMD3	116068
Low_density_lipoprotein_receptor-related_protein_8	7804
MARCH7	64844
MED21	9412
LUC7L	55692
MACF1	23499
MAPKAPK2	9261
MAP2K1IP1	8649
Melanocortin_5_receptor	4161
MNX1	3110
MORC2	22880
MEX3B	84206
MIS12	79003
MEP1A	4224
MARCKSL1	65108
MNT_%28gene%29	4335
MCL1	4170
MARCKS	4082
Metabotropic_glutamate_receptor_7	2917
MAPKAP1	79109
LRRC8E	80131
MAL_%28gene%29	4118
MEGF10	84466
Merlin_%28protein%29	4771
LRSAM1	90678
ME1	4199
MBNL3	55796
LYPLA3_%28gene%29	23659
LST1	7940
MCOLN2	255231
MCOLN3	55283
MARK2	2011
MAD2L1	4085
LRRC57	255252
MCFD2	90411
MLL3	58508
LPAR3	23566
Mineralocorticoid_receptor	4306
Melanin-concentrating_hormone_receptor_2	84539
LOXL4	84171
LRP5	4041
MEIS2	4212
METAP1	23173
MEN1	4221
Methylmalonyl-CoA_mutase	4594
Loricrin	4014
MARCH5	54708
MOBKL1A	92597
Lysozyme	4069
MAGEH1	28986
MAPK7	5598
MAS1	4142
MAD2L1BP	9587
MOCS3	27304
Monooxygenase_DBH-like_1	26002
LONP1	9361
MAGI3	260425
LYVE1	10894
Lymphoid_enhancer-binding_factor_1	51176
Microsomal_triglyceride_transfer_protein	4547
MAF1	84232
MMP15	4324
MLLT4	4301
MASP1_%28protein%29	5648
MAD2L2	10459
LRRC16A	55604
LRP10	26020
MID1	4281
Mitochondrial_ribosomal_protein_L42	28977
Lymphotoxin_alpha	4049
MATN3	4148
MGEA5	10724
MMP10	4319
MAP2K5	5607
MOBKL2A	126308
MED25	81857
MDC1	9656
MMS19	64210
MCM2	4171
MCM10	55388
LPHN3	23284
LRP1	4035
LSM8	51691
MGAT2	4247
LRRN3	54674
Monoamine_oxidase_A	4128
MAP1LC3B	81631
LSM5	23658
MATN2	4147
Mammaglobin-B	4246
Major_vault_protein	9961
LRRC48	83450
MBD4	8930
MOAP1	64112
LTBP2	4053
MAFF_%28gene%29	23764
MOCS1	4337
LRRC8A	56262
Melanocortin_4_receptor	4160
MEOX1	4222
Melatonin_receptor_1B	4544
Microsomal_glutathione_S-transferase_1	4257
MMP2	4313
Mammalian_target_of_rapamycin	2475
MIAT_%28gene%29	440823
MLF1	4291
Metallothionein_2A	4502
MATN1	4146
MDM4	4194
MCF2	4168
MEST_%28gene%29	4232
LOC81691	81691
MLLT1	4298
MDN1	23195
MAFB_%28gene%29	9935
MAGEA4	4103
MEG3	55384
MMP27	64066
MICALL1	85377
MON2	23041
LRP1B	53353
LRRTM1	347730
Midkine	4192
Mad1	8379
MED26	9441
Malate_dehydrogenase_2	4191
MEPE	56955
MAGEA11	4110
LRPPRC	10128
Megakaryocyte-associated_tyrosine_kinase	4145
MMP28	79148
LPP_%28gene%29	4026
MAP4K5	11183
MLL2	8085
MKNK1	8569
MLX_%28gene%29	6945
MLL_%28gene%29	4297
LRRN2	10446
MINK1	50488
LRRC7	57554
MAP2K1	5604
Maltase-glucoamylase	8972
LPAR4	2846
MICAL3	57553
Methylenetetrahydrofolate_reductase	4524
MAFA_%28gene%29	389692
MAGOH	4116
MIR146A	406938
MAP3K7IP1	10454
MBNL1	4154
Lymphocyte_cytosolic_protein_2	3937
MIB2_%28gene%29	142678
Melanophilin	79083
Maspin	5268
MALAT1	378938
MLSTD2	84188
MMP24	10893
MALL	7851
MBNL2	10150
MAP3K2	10746
LRRC8D	55144
MEF2C	4208
MMP14	4323
LSM2	57819
LRP2	4036
Metabotropic_glutamate_receptor_3	2913
MED6	10001
MLLT3	4300
MARCO	8685
MAPK3	5595
LYK5	92335
MARK1	4139
Melanocortin_1_receptor	4157
MCM3	4172
Mitochondrial_fission_factor	56947
MMP8	4317
MAGEA1	4100
MLC1	23209
MCM4	4173
Melanin-concentrating_hormone_receptor_1	2847
MED1	5469
LSM1	27257
MAP7	9053
Microphthalmia-associated_transcription_factor	4286
METTL1	4234
METAP2	10988
MMACHC	25974
MKKS	8195
Mesothelin	10232
LZTR1	8216
MGAT5B	146664
Metabotropic_glutamate_receptor_4	2914
MMP7	4316
MAP2K3	5606
Mitochondrial_ferritin	94033
MASTL	84930
MAX_%28gene%29	4149
MAML2	84441
Mannan-binding_lectin	4153
MAGED4B	81557
MLF1IP	79682
MN1_%28gene%29	4330
MFN2	9927
MAN1A2	10905
MED12	9968
LRRC17	10234
MICAL2	9645
LZTS1	11178
MAP6	4135
MAPK11	5600
MAP3K4	4216
Major_basic_protein	5553
MCM3AP	8888
MAP3K7	6885
MAST2	23139
MBD3	53615
Low-affinity_nerve_growth_factor_receptor	4804
Low_density_lipoprotein_receptor-related_protein_4	4038
MAP2K7	5609
MOBKL3	25843
LTBP3	4054
MEOX2	4223
Mitogen-activated_protein_kinase_9	5601
MFRP	83552
MED8	112950
LY75	4065
Macrophage_colony-stimulating_factor	1435
MASP2_%28protein%29	10747
LPAR5	57121
MMP9	4318
MAPRE1	22919
Metallothionein_1A	4489
LRDD	55367
MLH1	4292
MMP17	4326
MESP2	145873
MKI67IP	84365
MGAT4B	11282
METTL2B	55798
LSP1	4046
MGAT3	4248
MKL2	57496
MAP3K11	4296
MEFV	4210
MERTK	10461
Major_histocompatibility_complex%2C_class_I-related	3140
MAGEA12	4111
MFAP2	4237
MEP1B	4225
MIA2	117153
MAP3K9	4293
MMP1	4312
Luteinizing_hormone_beta_polypeptide	3972
Mevalonate_kinase	4598
Mitochondrial_ribosomal_protein_L41	64975
MED7	9443
MED22	6837
MGC3207	84245
MFAP1	4236
MMP25	64386
LSM10	84967
MCF2L	23263
MAP3K3	4215
LSM3	27258
MGST2	4258
MED27	9442
MIZF	25988
MBOAT5	10162
Melanocortin_3_receptor	4159
Lymphotoxin_beta_receptor	4055
MAK_%28gene%29	4117
LPIN1	23175
MAPKAPK5	8550
MAST1	22983
LUM	4060
LYPLA1	10434
LOXL3	84695
MAML1	9794
LRRC4	64101
MAP1B	4131
LY6E	4061
LRRK2	120892
MAP2	4133
MAN1B1	11253
Mammaglobin-A	4250
Luteinizing_hormone/choriogonadotropin_receptor	3973
