TF326309	ARHGAP19
TF105691	SLU7
TF328669	APPL2
TF328669	APPL1
TF333440	LOC124220
TF350286	Androgen_receptor
TF338304	ZSCAN21
TF338304	Zinc_finger_protein_165
TF338304	ZNF193
TF338304	ZNF24
TF313471	MRPL11
TF106135	WDR68
TF313976	BAP1
TF313976	Ubiquitin_carboxyl-terminal_hydrolase_L5
TF350136	SENP7
TF350136	SENP6
TF300196	GADD45B
TF300196	GADD45G
TF300196	RPS12
TF300196	GADD45A
TF314234	CSTF1
TF336312	C13orf15
TF332233	ERV3
TF332233	ERVWE1
TF332233	HERV-FRD
TF330816	MARCH7
TF328985	Cathepsin_H
TF332506	HAS3
TF332506	HAS1
TF332506	HAS2
TF312849	HTATIP2
TF300499	UBE1C
TF338336	MSMB
TF351519	TPM1
TF351519	TPM2
TF351519	Tropomyosin_3
TF351519	TPM4
TF329303	GCHFR
TF336260	CD226
TF324477	AGTRAP
TF300115	RPL6
TF329160	RP9
TF105352	PAK4
TF105352	PAK6
TF105352	PAK7
TF351288	C5orf42
TF313632	TAF6
TF105701	Flap_structure-specific_endonuclease_1
TF101180	7-Dehydrocholesterol_reductase
TF101066	FZR1
TF106452	SUV39H1
TF106452	SUV39H2
TF323833	BICD1
TF323833	BICD2
TF335936	BMP2K
TF351467	CD69
TF351467	CLEC2B
TF351467	CLEC2D
TF105119	MAP3K13
TF105119	MAP3K12
TF105197	TAP1
TF105197	TAP2
TF105197	ABCB9
TF101087	PKMYT1
TF323780	C20orf27
TF312915	TIAL1
TF313068	RPL37A
TF315838	FLRT3
TF315838	FLRT2
TF314534	OSTF1
TF300821	WDR1
TF317659	WDR33
TF300415	AHCYL1
TF333167	SH3TC2
TF300913	RPL23
TF106302	Ran_%28biology%29
TF319817	ALS2CR2
TF337576	NOBOX
TF318036	ZNF277P
TF330866	DDX59
TF106182	SIRT4
TF101116	UBE2C
TF313544	Proline_oxidase
TF350201	Osteopontin
TF332149	LRP10
TF332149	LRP3
TF105339	STK24
TF105339	OXSR1
TF105339	STK39
TF331443	LRRC8E
TF331443	LRRC8A
TF331443	LRRC8D
TF101163	NCAPG2
TF313097	TKTL2
TF313097	TKTL1
TF300777	SGPL1
TF300380	EPRS
TF105648	PSMC3
TF335684	ZBTB20
TF328740	PCM1
TF331210	Interleukin_11_receptor_alpha_subunit
TF331210	Interleukin-6_receptor
TF331210	CRLF1
TF331210	EBI3
TF105849	NCLN
TF324241	INTS8
TF314481	Small_nuclear_ribonucleoprotein_polypeptide_F
TF331842	SAMD9
TF105829	NAT5
TF328771	MYO5A
TF328771	MYO5B
TF315006	ARPC2
TF313819	PSMD6
TF105183	PRDX6
TF314215	SnRNP70
TF316399	FCGBP
TF316399	TECTA
TF313889	NFIC_%28gene%29
TF313889	NFIB_%28gene%29
TF313889	NFIX
TF313889	NFIA
TF321411	SPRED1
TF321411	SPRED2
TF321411	Vasodilator-stimulated_phosphoprotein
TF321411	Enah/Vasp-like
TF321411	SPRED3
TF321411	ENAH_%28gene%29
TF105001	LONP1
TF329408	C21orf33
TF105398	GCN1L1
TF314574	ASMTL
TF314574	Acetylserotonin_O-methyltransferase
TF328375	RETSAT
TF315606	TJP3
TF315606	CARD14
TF300554	UPF1
TF300651	ATP2A3
TF300651	ATP2A1
TF313869	STARD4
TF313869	STARD5
TF313556	CTDSPL
TF313556	CTDSP1
TF313556	CTDSP2
TF314027	ESCO2
TF105281	TOP1
TF300140	ATP5G2
TF300140	ATP5G3
TF300140	ATP5G1
TF314035	SLC25A21
TF316430	CPSF6
TF316430	FLJ12529
TF105166	DNAJC7
TF344204	HERC2
TF106212	PSMA7
TF315055	YIPF4
TF334118	DSE_%28gene%29
TF324135	SAP30
TF314084	REXO2
TF320562	TLX3
TF332685	SAP130
TF341336	CDC42BPA
TF324197	BRWD3
TF324197	BRWD1
TF106333	CCT6B
TF106333	CCT6A
TF105864	Survival_of_motor_neuron_protein-interacting_protein_1
TF300088	RPS16
TF339614	MYO18A
TF339614	MYO18B
TF329087	Neutrophil_cytosolic_factor_2
TF329087	NOXA1
TF314448	DDX52
TF101073	POLD2
TF300350	PGM1
TF300350	PGM5
TF329785	TRIB2
TF329785	STK40
TF329785	TRIB3
TF329785	TRIB1
TF313522	B3GAT2
TF313522	B3GAT3
TF313522	B3GAT1
TF324522	NCKIPSD
TF312980	LIG4
TF314462	CSNK2B
TF105562	PPP5C
TF313121	NIPBL
TF327117	PEX13
TF316044	ZDHHC2_%28gene%29
TF313220	UQCC
TF314642	EBNA1BP2
TF319487	GTF2H5
TF320116	SLC38A10
TF325556	UBE2O
TF350793	ZNF146
TF326681	NFE2
TF326681	BACH2
TF326681	BACH1
TF326681	NFE2L1
TF326681	NFE2L2
TF325119	THG1L
TF337052	Plunc
TF101203	XRCC3
TF105274	TOB2
TF105274	TOB1
TF337986	ODF1
TF101104	GSK3A
TF101104	GSK3B
TF300017	RPL11
TF105631	GFM1
TF101004	Cyclin_D1
TF101004	Cyclin_D3
TF101004	Cyclin_D2
TF313172	ATRX
TF314782	TXNRD1
TF323694	FANCI
TF314039	ETFB
TF300493	MLH1
TF332247	Cingulin
TF337790	NCR3
TF350849	ZNF35
TF329663	CASC3
TF328821	SECISBP2
TF318971	PHF10
TF318971	DPF2
TF314639	CLUAP1
TF333425	SEPP1
TF313356	RNASEH1
TF331799	RSPO1
TF331799	RSPO3
TF300424	MOCS1
TF315126	VPS33A
TF315126	VPS33B
TF105356	BIRC7
TF105356	XIAP
TF105356	BIRC2
TF105356	Baculoviral_IAP_repeat-containing_protein_3
TF313004	GLTSCR2
TF318659	MINA
TF333657	Common_gamma_chain
TF332388	CIZ1
TF331908	BANP
TF330811	Stem_cell_factor
TF333017	TP53INP1
TF326024	MKL2
TF326024	MKL1
TF326024	MYOCD
TF321667	ACBD3
TF324568	NPAS2
TF324568	CLOCK
TF324568	PASD1
TF101167	GPS1
TF313720	MTRF1L
TF313720	MTRF1
TF317306	Y_box_binding_protein_1
TF317306	CSDA_%28genetics%29
TF317306	YBX2
TF314540	NIP30
TF315028	Uracil-DNA_glycosylase
TF103055	POLR1B
TF315241	SELENBP1
TF314514	CERK
TF314514	SPHK2
TF315163	C7orf20
TF318988	GLRX5
TF105953	Transcription_factor_II_B
TF300173	60S_ribosomal_protein_L28
TF332135	WIPF1
TF332135	WIPF2
TF105836	TIMM22
TF337317	Pulmonary_surfactant-associated_protein_C
TF318514	TGF_beta_1
TF318514	Myostatin
TF318514	GDF11
TF331650	ANKRD23
TF331650	ANKRD2
TF331650	ANKRD1
TF105381	HBP1
TF105061	COX4I2
TF105061	COX4I1
TF328602	Dermatopontin
TF105503	RBX1
TF315141	IFI30
TF105482	CCBL1
TF331261	RAI2
TF314131	Concentrative_nucleoside_transporter_2
TF314131	Concentrative_nucleoside_transporter_1
TF106469	RBBP8
TF329194	ABTB1
TF314221	C11orf60
TF317034	INPP5B
TF317034	PIB5PA
TF317034	SKIP
TF317034	OCRL
TF105351	PAK1
TF105351	PAK3
TF105351	PAK2
TF300572	MSH4
TF316009	DUSP18
TF314663	NT5C3
TF337996	Interleukin-4_receptor
TF336144	C1orf19
TF300518	IARS
TF105152	DNAJA3
TF331744	PFN2
TF331744	Profilin_1
TF326036	TNKS
TF326036	GABPB2
TF326036	TNKS2
TF323495	TRAK1
TF323495	TRAK2
TF323548	POMP
TF325964	TCEB2
TF313290	TIPIN
TF323750	RB1CC1
TF314238	HK1
TF314238	HK3
TF314238	Glucokinase
TF314238	HK2
TF106149	GNB3
TF106149	GNB4
TF106149	GNB2
TF106149	GNB1
TF106149	GNB5
TF337675	OR10H4
TF337675	OR10H2
TF337675	OR10H1
TF313377	HuD_%28protein%29
TF313377	ELAVL2
TF313377	ELAVL3
TF313377	ELAVL1
TF312798	RBM28
TF101181	LMNB1
TF101181	LMNA
TF323702	Oxoguanine_glycosylase
TF328914	AZI1
TF313941	C11orf56
TF300784	Cystathionine_beta_synthase
TF101095	ORC5L
TF351222	Alpha-1-microglobulin/bikunin_precursor
TF352224	PPIL3
TF313777	ATP6V1G1
TF313777	ATP6V1G2
TF313777	ATP6V1G3
TF336431	TMEM130
TF314000	BSCL2
TF105891	EXOC2
TF329675	PTGS2
TF329675	PTGS1
TF313013	CAMKK1
TF313013	CAMKK2
TF312997	TTC35
TF327010	LRRC40
TF335898	BCL2L11
TF313570	PCNX
TF330851	Growth_hormone_receptor
TF336871	TCEAL4
TF336871	TCEAL1
TF106411	SETDB1
TF329001	PCYOX1
TF300465	RRM2B
TF300465	RRM2
TF329090	PLEKHA6
TF329090	PLEKHA5
TF101053	CDC14B
TF101053	CDC14A
TF105188	PRNP
TF323794	GADD45GIP1
TF326378	SLITRK6
TF326378	SLITRK5
TF326378	SLITRK2
TF332956	Corticotropin-releasing_hormone
TF332956	Urocortin
TF105858	CUL3
TF105406	AKAP7
TF300318	AP2B1
TF300318	AP1B1
TF300318	AP4B1
TF106207	PSMA2
TF106207	PSMA2
TF314528	YIF1A
TF314264	ALDH3B2
TF314264	Aldehyde_dehydrogenase_3_family%2C_member_A1
TF341723	GPR32
TF314399	TXNL1
TF343797	AS3MT
TF300346	ATPase%2C_H%2B_transporting%2C_lysosomal_V0_subunit_a1
TF300346	TCIRG1
TF300346	ATP6V0A4
TF300346	ATP6V0A2
TF314016	ATG10
TF336596	Chromogranin_A
TF336596	Secretoneurin
TF313881	ZNRD1
TF313804	C10orf58
TF300624	SUCLA2
TF343841	CatSper4
TF343841	CatSper3
TF105295	FKBP8
TF105295	FKBP52
TF316851	OPHN1
TF316851	ARHGAP26
TF350456	AKT1S1
TF336170	PAG1
TF326910	L-selectin
TF326910	P-selectin
TF326910	E-selectin
TF300064	EDF1
TF328924	RIPK2
TF328924	IRAK1
TF328924	IRAK3
TF328924	IRAK2
TF335892	CD3G
TF335892	CD3D
TF335892	T-cell_surface_glycoprotein_CD3_epsilon_chain
TF105014	Spastin
TF326594	LARP6
TF314507	AIPL1
TF314507	AH_receptor-interacting_protein
TF105543	PPP1R12B
TF105543	PPP1R12A
TF313573	TAF1
TF335903	DKFZP564O0823
TF300623	MTHFD1L
TF300623	MTHFD1
TF313821	DAK_%28gene%29
TF105792	NDUFB10
TF313420	MAN1B1
TF313420	MAN1A2
TF313420	MAN1A1
TF300674	SMARCA5
TF300674	SMARCA1
TF313620	MAPRE2
TF313620	MAPRE3
TF313620	MAPRE1
TF327852	MYO10
TF313229	SERP1
TF313399	PRKACG
TF313399	PRKACB
TF313399	PRKACA
TF106159	TUSC4
TF105846	LSM1
TF313403	LGMN
TF329118	MORC3
TF329118	MORC2
TF315158	PHPT1
TF320813	CHML_%28gene%29
TF320813	Rab_escort_protein
TF106392	SETD7
TF313153	GTPBP3
TF105427	FXR1
TF105427	FMR1
TF105427	FXR2
TF351216	CUZD1
TF300460	ATP7A
TF300460	Wilson_disease_protein
TF313685	FLNA
TF313685	FLNB
TF313685	FLNC_%28gene%29
TF315021	NAT9
TF324736	TBRG1
TF320326	CXXC1
TF321310	TP53I11
TF106490	PFDN1
TF105115	ASK1
TF316081	SVIL
TF328912	RFWD2
TF336898	TYROBP
TF313542	BIN1
TF313542	Amphiphysin
TF328731	TAF6L
TF105464	ARL4A
TF105464	ARL4D
TF336633	Nestin_%28protein%29
TF331063	NEU4
TF331063	NEU1
TF331063	NEU3
TF331063	NEU2
TF300695	OGDH
TF314001	XPOT
TF105722	RFC1
TF313064	SNAPC4
TF334697	TCF19
TF314385	LSM7
TF300814	RHOT2
TF300814	RHOT1
TF300863	BCKDHA
TF323751	Estrogen-related_receptor_beta
TF323751	Estrogen-related_receptor_gamma
TF323751	Estrogen_receptor_beta
TF323751	Estrogen-related_receptor_alpha
TF323751	Estrogen_receptor_alpha
TF101090	PLK4
TF323283	NOL8
TF106117	IFT80
TF338414	DEFA3
TF338414	DEFA4
TF338414	Defensin%2C_alpha_1
TF338414	DEFA5
TF338414	DEFA6
TF338414	Defensin%2C_alpha_1
TF324493	PPID
TF329075	SPAG8
TF351884	IQCB1
TF300896	AK2
TF314331	APBB3
TF314331	APBB1
TF314331	APBB2
TF337925	OR10X1
TF312892	BBS1
TF101051	CDC6
TF325506	Mitochondrial_fission_factor
TF315117	SEP15
TF105386	ENDOG
TF320659	ATPIF1
TF314581	UFD1L
TF323419	SGPP1
TF338235	OR10AD1
TF323606	C14orf166
TF314866	PANK1
TF314866	PANK2_%28gene%29
TF336114	PCNT
TF331350	MTDH
TF338517	SSX1
TF338517	SSX2
TF338517	SSX5
TF338517	SSX2
TF338517	SSX4_%28gene%29
TF338517	SSX4_%28gene%29
TF328507	BRE_%28gene%29
TF105557	PPP3CA
TF105557	PPP3CC
TF105557	PPP3CB
TF333496	ANKRD26
TF321665	FBXL3
TF106396	ZZZ3
TF300854	PPIL2
TF315165	DYNLRB1
TF324551	ULK1
TF315996	TNS4
TF315996	TENC1
TF315996	TNS1
TF329088	WHSC1
TF329088	WHSC1L1
TF314517	TXN2
TF329645	LRSAM1
TF315024	PSPH
TF313272	SLC23A2
TF313272	SLC23A1
TF331686	MAZ_%28gene%29
TF331686	PATZ1
TF321410	GPRC5C
TF321410	GPRC5A
TF321410	GPRC5B
TF321410	GPRC5D
TF313070	FBXO32
TF337571	Addressin
TF314434	VPRBP
TF314520	SMC6
TF314178	SCYL2
TF101232	ERCC2
TF102012	BAG2
TF330194	Complement_component_2
TF330194	Complement_factor_B
TF323892	Enkurin
TF319678	Granulin
TF105856	BCAS3
TF350446	GTPBP1
TF330832	GPR153
TF330832	GPR162
TF315091	VDAC1
TF315091	VDAC3
TF315091	VDAC2
TF332724	MIA2
TF332724	Melanoma_inhibitory_activity
TF332724	OTOR
TF324215	ZMYND10
TF314595	EGLN3
TF314595	EGLN2
TF314595	EGLN1
TF329173	AKR7A2
TF101003	CCNC_%28gene%29
TF105961	NDUFA9
TF333317	BCOR
TF314870	DYM
TF324744	DHX36
TF324744	DHX57
TF350782	ZNF44
TF314081	LZTR1
TF314081	KLHDC3
TF338391	TNP1
TF315333	NKAP
TF323926	PPT1
TF314937	VPS52
TF105756	NDUFS1
TF300758	RNPEP
TF105097	MAPK1
TF105097	MAPK3
TF105877	WDR4
TF103006	POLD3
TF317297	NASP_%28gene%29
TF101184	NEK2
TF314443	BLOC1S1
TF300213	RPL36A
TF315387	E4F1
TF314653	OPA3
TF330641	DCHS2
TF338293	CD19
TF332592	Growth_hormone_2
TF332592	Growth_hormone_1
TF332592	Prolactin
TF339348	RHOXF1
TF300092	Exosome_component_9
TF337236	Emerin
TF335518	CGGBP1
TF314951	60S_ribosomal_protein_L35
TF333617	GPR148
TF312967	PITPNM1
TF350606	DLX3
TF350606	DLX2
TF350606	DLX5
TF300907	VPS26A
TF319666	SYAP1
TF314701	IL17A
TF314701	Interleukin_25
TF300282	TMEM50A
TF332066	C10orf54
TF332057	Cyclin_O
TF101141	CETN2
TF101141	CETN3
TF101141	CETN1
TF333003	CKAP2
TF331658	RANBP9
TF314167	TLE1
TF314167	TLE2
TF314167	TLE4
TF314167	TLE3
TF316401	FNDC3A
TF313876	SMAP1
TF105208	ABCF2
TF338379	ISG15
TF300641	GOT2
TF337056	ERAF
TF314028	AIFM1
TF335930	Interleukin-23_receptor
TF300805	ARIH2
TF300805	ARIH1
TF342360	Semenogelin_I
TF342360	SEMG2
TF315002	ALG8
TF333394	NADH_dehydrogenase_%28ubiquinone%29%2C_alpha_1
TF315964	OLFM1
TF315964	MYOC
TF315964	OLFM2
TF315964	OLFM3
TF327119	SMG7
TF327119	SMG6
TF327119	SMG5
TF105086	Leptin
TF300217	RPS29
TF316316	PHACTR3
TF319716	ARPC5
TF337215	CD320
TF325411	GPR119
TF315811	SLC10A2
TF315811	SLC10A1
TF315811	SLC10A3
TF314718	ARPP-19
TF314718	ENSA_%28gene%29
TF339390	CHD9
TF324055	SNX13
TF328738	KIAA0515
TF328738	BAT2
TF313677	PSTPIP2
TF313677	PACSIN2
TF313677	PSTPIP1
TF313677	PACSIN1
TF313677	PACSIN3
TF106408	PDLIM1
TF106408	PDLIM7
TF106408	PDLIM3
TF106408	PDLIM5
TF106408	LDB3
TF106408	PDLIM4
TF106408	PDLIM2
TF313374	TNNI3
TF313374	TNNI2
TF313374	TNNI1
TF314201	JKAMP
TF300682	GMDS_%28gene%29
TF106271	PCSK9
TF300783	GBE1
TF331219	RhoH
TF344183	MLL3
TF323789	RIF1
TF105043	HSPH1
TF105043	HSPA4
TF105043	HSPA4L
TF105004	AFG3L2
TF106204	TOMM40L
TF106204	TOMM40
TF106476	JARID1B
TF106476	JARID1C
TF106476	JARID1A
TF106476	JARID1D
TF105416	DUT_%28gene%29
TF325627	HOMER2
TF325627	HOMER1
TF325627	HOMER3
TF332167	TNIP2
TF328530	ITLN1
TF313549	CHKA
TF313549	CHKB_%28gene%29
TF335549	IGLL1
TF106195	TIMM17A
TF314483	NKIRAS2
TF106497	ING3
TF314634	TUSC2
TF320310	LPP_%28gene%29
TF320310	JUB_%28gene%29
TF320310	FBLIM1
TF320310	Zyxin
TF320310	LIMD1
TF335506	HESX1
TF338320	MAP6
TF331594	Cathepsin_O
TF314309	C2orf30
TF314309	OS9_%28gene%29
TF103034	POLR1C
TF323412	CIC_%28gene%29
TF319337	EYA2
TF319337	EYA1
TF319337	EYA4
TF324479	PIGH
TF324353	TAF1B
TF101220	RAD51C
TF331902	CAMLG
TF331730	MAD2L1BP
TF333570	CEP68
TF101518	EIF3S6
TF331803	GPR65
TF331803	GPR132
TF331803	GPR4
TF331803	GPR68
TF314924	BRUNOL4
TF314924	CUGBP1
TF314924	CUGBP2
TF343800	AKAP11
TF314284	RBM22
TF300678	Glycine_dehydrogenase_%28decarboxylating%29
TF320301	BCCIP
TF105752	ELP3
TF332198	ECGF1
TF313042	CD2BP2
TF105138	NRK_%28gene%29
TF105138	MINK1
TF105138	TNIK
TF105138	MAP4K4
TF313690	PAAF1
TF329672	DAZAP2
TF315716	TLX
TF320996	Autophagy-related_protein_101
TF331067	RIN1
TF106356	NUDT21
TF315226	SOAT2
TF105937	CUTC_%28gene%29
TF313029	ATP5D
TF338611	Granulocyte_macrophage_colony-stimulating_factor
TF333046	ZFP64
TF101061	CDC5L
TF338516	TNP2
TF330045	MEOX2
TF101154	PARC_%28gene%29
TF101154	CUL7
TF300203	IL1F9
TF300203	IL1F10
TF300203	IL1F8
TF300203	IL1B
TF300203	IL1F6
TF300203	IL1F5
TF300203	IL1A
TF300203	Interleukin_1_receptor_antagonist
TF300203	IL1F7
TF313461	CHD2
TF313461	CHD1
TF331749	Family_with_sequence_similarity_19_%28chemokine_%28C-C_motif%29-like%29%2C_member_A1
TF331749	FAM19A5
TF331725	CDC42EP4
TF331725	CDC42EP3
TF331725	CDC42EP1
TF331725	CDC42EP2
TF319798	ZDHHC3
TF315097	MRPS28
TF315146	TMEM9
TF105225	KIF5A
TF105225	KIF5C
TF105225	KIF5B
TF329550	PRKCSH
TF105309	CRYM
TF328887	HEBP2
TF315501	NAB1
TF315501	NAB2
TF313929	F8A1
TF313929	F8A1
TF313929	F8A1
TF319359	CCDC55_%28gene%29
TF324693	STC1
TF324693	STC2
TF331103	MOS_%28gene%29
TF105318	GPX6
TF105318	GPX3
TF105318	GPX1
TF105318	GPX5
TF105318	GPX2_%28gene%29
TF335271	URG4
TF336219	Ghrelin
TF314302	RNASEH2A
TF300810	RFC5
TF300810	RAD17
TF328469	CEP170
TF333404	INSL5
TF333404	INSL4
TF332003	SESTD1
TF318198	DVL2
TF318198	DIXDC1
TF318198	DVL1
TF318198	DVL3
TF106488	SCMH1
TF312805	R-type_calcium_channel
TF312805	N-type_calcium_channel
TF312805	Cav2.1
TF340655	DEC1
TF324441	SLC47A1
TF324441	SLC47A2
TF106233	PSMD8
TF335652	ARMCX3
TF335652	ARMCX6
TF335652	ARMCX1
TF335652	GPRASP2
TF335652	GPRASP1_%28gene%29
TF331013	INSIG1
TF331013	INSIG2
TF331003	C9orf127
TF105037	UQCRFS1
TF313965	GABBR1
TF313965	GPR156
TF313965	GABBR2
TF300744	Uroporphyrinogen_III_decarboxylase
TF325693	NDE1
TF325693	NDEL1
TF343395	MT-ATP6
TF324791	GRHPR
TF300355	CAND1
TF351613	GSC_%28gene%29
TF343324	MT-ND6
TF324336	IPO11
TF329145	TRPC4AP
TF323264	JARID2
TF106124	MNAT1
TF314799	CYC1
TF333351	FAM129A
TF350731	MLLT4
TF314117	RBPJ
TF330591	SPATA7
TF329027	RENBP
TF318315	CENTB1
TF318315	CENTB2
TF105921	PIGT
TF333242	NFKBIL1
TF105664	NARS_%28gene%29
TF323754	GAS2
TF323754	GAS2L1
TF313479	ATP6V1E2
TF313479	ATP6V1E1
TF101204	XRCC4
TF317681	ZNRF1
TF101529	EIF4E2
TF101529	EIF4E3
TF325181	Dopamine_receptor_D1
TF325181	Dopamine_receptor_D5
TF337068	PDPN
TF105201	ABCC9
TF105201	ABCC8
TF329233	CDK5RAP2
TF329233	Myomegalin
TF338122	Interleukin_27_receptor%2C_alpha_subunit
TF338122	Oncostatin_M_receptor
TF338122	Granulocyte_colony-stimulating_factor_receptor
TF338122	Glycoprotein_130
TF338122	IL31RA
TF338122	Interleukin_12_receptor%2C_beta_2_subunit
TF338122	Leptin_receptor
TF338122	Leukemia_inhibitory_factor_receptor
TF318343	TFAM
TF320689	PQBP1
TF105389	Porphobilinogen_deaminase
TF323915	SPAG4L
TF323915	UNC84A
TF323915	UNC84B
TF328636	BCL10
TF314137	TRMT12
TF106201	TOMM22
TF331972	CLDN12
TF314417	EIF1B
TF314417	EIF1
TF321050	RNUXA
TF105951	NUP155
TF105273	HAGH
TF105273	PNKD
TF337024	Resistin
TF337024	RETNLB
TF323254	WDR62
TF316872	CSMD1
TF316872	CSMD2
TF316872	Complement_receptor_1
TF316872	Complement_receptor_2
TF338678	Bone_sialoprotein
TF333115	PLEKHO1
TF313702	GOSR2
TF314289	MFN2
TF314289	MFN1
TF103037	POLR2B
TF313543	SACM1L
TF105683	QARS
TF350808	ZNF19
TF342350	XAGE1D
TF342350	XAGE1D
TF342350	XAGE1D
TF342350	XAGE1D
TF342350	XAGE1D
TF314706	CRMP1
TF314706	DPYSL3
TF314706	DPYS
TF314706	DPYSL4
TF314706	DPYSL5
TF314706	DPYSL2
TF101231	ERCC1
TF106461	EN2_%28gene%29
TF106461	EN1_%28gene%29
TF300620	DDX56
TF313069	EPS8
TF313069	EPS8L1
TF313069	EPS8L2
TF313069	EPS8L3
TF324040	WWC1
TF342864	CD46
TF342864	Apolipoprotein_H
TF342864	Decay-accelerating_factor
TF315189	HERC5
TF315189	UBE3A
TF318571	FHL1
TF105762	FNTB
TF334829	Interleukin-12_subunit_beta
TF314095	LPIN1
TF314019	RPE65
TF313252	PFDN2
TF329273	C21orf56
TF331226	TMEM59
TF334167	Beta-2_microglobulin
TF336632	KIAA1377
TF324462	ELAC1
TF324125	NIF3L1
TF323607	HPS5
TF330991	GBGT1
TF300191	C14orf1
TF314123	TMED4
TF312942	MMAB
TF333266	CLCF1
TF332799	Renalase
TF325166	ATPAF1
TF324460	KIAA1219
TF105409	AKAP10
TF106120	PBRM1
TF105422	ISCU
TF313084	ZNF259
TF351598	FOXF1
TF300254	C14orf159
TF105292	FKBP2
TF105292	FKBP5
TF315128	NDUFS6
TF330717	Prolactin-releasing_peptide
TF328999	Heparanase
TF328999	HPSE2
TF331811	Coilin
TF333474	GPR84
TF105547	PPP1R15A
TF312949	DDX43
TF335578	GPR35
TF319114	GPR179
TF319114	GPR158
TF314982	UNKL
TF106172	HDAC1
TF106172	HDAC3
TF106172	Histone_deacetylase_2
TF106377	TXNDC2
TF335960	CD200R1
TF314489	UBL3
TF105420	TTK_%28gene%29
TF324410	NOS1
TF324410	Endothelial_NOS
TF324410	Nitric_oxide_synthase_2_%28inducible%29
TF314657	TTC4
TF351919	LRG1
TF329063	TRAF3IP2
TF332647	NWD1
TF330401	HSF4
TF330401	HSF2
TF330401	HSF1
TF332845	CXorf40A
TF314346	AGPAT5
TF314855	PRSS16
TF336724	LEKTI
TF300610	USP39
TF325718	FOXK2
TF325718	FOXK1
TF313332	DCUN1D1
TF313332	DCUN1D4
TF315031	WASF1
TF315031	WASF3
TF315031	WASF2
TF350596	PRB1
TF350596	PRR4
TF350596	PRH1
TF329469	VCPIP1
TF300842	PAPOLA
TF300842	PAPOLG
TF325799	SHB_%28gene%29
TF337168	SLFN11
TF332401	C11orf30
TF312988	RHBDF1
TF312988	RPN1
TF312988	RHBDF2
TF312872	NAPG
TF314785	ASH2L
TF351138	TNIP1
TF300815	SEC13
TF326070	WNT1-inducible-signaling_pathway_protein_3
TF326070	WNT1-inducible-signaling_pathway_protein_2
TF326070	NOV_%28gene%29
TF326070	WNT1-inducible-signaling_pathway_protein_1
TF326070	CYR61
TF326070	CTGF
TF101074	FBXW7
TF105642	Inosine_monophosphate_synthase
TF329196	SHCBP1
TF351335	SFRS6
TF351335	SFRS5
TF351335	SFRS4
TF314720	SLC25A39
TF330934	Gonadotropin-releasing_hormone
TF314325	PIGC
TF314083	METTL1
TF105966	ZW10
TF318972	SRRM1
TF317299	MYT1
TF330828	GPR20
TF106332	CCT4
TF330875	ESAM_%28gene%29
TF330875	GPA33
TF330875	Coxsackie_virus_and_adenovirus_receptor
TF322889	ASCL1
TF322889	ASCL2
TF106509	PFDN5
TF350227	TP53BP1
TF105810	ATPBD1C
TF315071	QPCT
TF332173	PRDM2
TF328591	GEMIN8
TF106102	FTSJ3
TF332134	Brevican
TF332134	Neurocan
TF332134	HAPLN2
TF332134	Versican
TF332134	HAPLN1
TF332134	Aggrecan
TF315027	LSM4
TF313279	Phosphatidylinositol_transfer_protein%2C_alpha
TF313279	PITPNB
TF315035	NMNAT2
TF315035	NMNAT1
TF330867	SYNPO2
TF330867	SYNPO
TF331713	Mesothelin
TF336859	CEACAM3
TF336859	PSG9
TF336859	CEACAM6
TF336859	PSG6
TF336859	PSG1_%28gene%29
TF336859	PSG5
TF336859	CEACAM8
TF336859	PSG4
TF336859	PSG2
TF336859	CEACAM7
TF336859	CEACAM1
TF336859	PSG3
TF323184	SH2B1
TF323184	SH2B2
TF323184	SH2B3
TF314196	ABHD5
TF332021	MAP3K7IP2
TF332021	MAP3K7IP3
TF315248	CANT1
TF314914	RNGTT
TF337075	PEG3
TF315162	GPM6A
TF315162	GPM6B
TF315162	Proteolipid_protein_1
TF316590	MFSD8
TF102011	BAG1
TF317705	SNAPC3
TF325347	TLX1
TF325347	TLX2
TF105655	KPNB1
TF352061	VPREB3
TF352061	VPREB1
TF314772	MGAT2
TF323626	LRPPRC
TF315869	DBP_%28gene%29
TF315869	TEF_%28gene%29
TF315869	HLF_%28gene%29
TF313044	TAF7
TF105738	COPS2
TF105699	CCT8
TF320736	C9orf58
TF320736	AIF1
TF105603	DPH5
TF331506	GPR176
TF326584	EBAG9
TF352179	USP20
TF352179	USP33
TF312799	ASPH
TF334367	Sex_hormone-binding_globulin
TF106451	CRIM1
TF330887	Rnd2
TF330887	Rnd3
TF330887	Rnd1
TF300763	SDHA
TF323781	MGAT3
TF332280	LMTK2
TF332280	AATK
TF314839	Thymidine_kinase_1
TF106119	RRP15
TF316521	SLBP
TF332056	HVCN1
TF343422	SMG1_%28gene%29
TF105169	DNAJC10
TF326061	LOXL2
TF326061	Lysyl_oxidase
TF326061	LOXL4
TF326061	LOXL3
TF326061	LOXL1
TF313602	FBXO11
TF315254	NGLY1
TF106216	PSMB3
TF313748	RAB3IP
TF317309	TRAF_interacting_protein
TF323273	DDX31
TF106148	EIF3M
TF300861	WDR46
TF313205	SFXN1
TF314334	MOCS2
TF313396	PEPD
TF320680	SORBS3
TF320680	SORBS1
TF320680	SORBS2
TF324572	NUAK2
TF324572	NUAK1
